chr	start	end	intensity	experiment
chr2	106002500	106077500	13	plusE2
chr2	105797500	106082500	13	plusE2
chr2	105337500	105617500	13	plusE2
chr2	105767500	105817500	13	plusE2
chr2	105497500	105547500	13	plusE2
chr2	104447500	104492500	13	plusE2
chr2	104212500	104307500	13	plusE2
chr2	102587500	103017500	13	plusE2
chr2	101717500	101887500	13	plusE2
chr2	95232500	96282500	13	plusE2
chr2	94367500	94422500	13	plusE2
chr2	94157500	94292500	13	plusE2
chr2	92607500	92817500	13	plusE2
chr2	79517500	79642500	13	plusE2
chr2	76282500	76322500	13	plusE2
chr2	76252500	76332500	13	plusE2
chr2	74302500	74657500	13	plusE2
chr2	74152500	74212500	13	plusE2
chr2	73927500	74662500	13	plusE2
chr2	69752500	69862500	13	plusE2
chr2	72992500	73032500	13	plusE2
chr2	69137500	69197500	13	plusE2
chr2	66962500	68352500	13	plusE2
chr2	66642500	66802500	13	plusE2
chr2	65412500	65672500	13	plusE2
chr2	65022500	65332500	13	plusE2
chr2	64977500	65022500	13	plusE2
chr2	64972500	65127500	13	plusE2
chr2	64967500	65337500	13	plusE2
chr2	63092500	63167500	13	plusE2
chr2	61657500	61812500	13	plusE2
chr2	61642500	62627500	13	plusE2
chr2	61287500	61347500	13	plusE2
chr2	60917500	61397500	13	plusE2
chr2	60792500	60897500	13	plusE2
chr2	60722500	61457500	13	plusE2
chr2	30607500	30722500	13	plusE2
chr2	28757500	29067500	13	plusE2
chr2	27677500	27752500	13	plusE2
chr2	26642500	27037500	13	plusE2
chr2	25197500	25257500	13	plusE2
chr2	24292500	24567500	13	plusE2
chr2	22752500	22867500	13	plusE2
chr2	20667500	20777500	13	plusE2
chr2	174317500	174532500	12	plusE2
chr2	173587500	174117500	12	plusE2
chr2	173587500	174072500	12	plusE2
chr2	170592500	170662500	12	plusE2
chr2	168522500	168587500	12	plusE2
chr2	166902500	166997500	12	plusE2
chr2	159052500	160367500	12	plusE2
chr2	157607500	158207500	12	plusE2
chr2	156877500	157097500	12	plusE2
chr2	156307500	156512500	12	plusE2
chr2	154942500	155022500	12	plusE2
chr2	150612500	150747500	12	plusE2
chr2	147362500	148042500	12	plusE2
chr2	146622500	146957500	12	plusE2
chr2	132147500	132237500	12	plusE2
chr2	131287500	131507500	12	plusE2
chr2	128122500	128572500	12	plusE2
chr2	127072500	127202500	12	plusE2
chr2	125897500	126362500	12	plusE2
chr2	124342500	124427500	12	plusE2
chr2	122567500	122752500	12	plusE2
chr2	110567500	110982500	12	plusE2
chr2	105687500	105987500	12	plusE2
chr2	105677500	106197500	12	plusE2
chr2	105332500	105667500	12	plusE2
chr2	102037500	102452500	12	plusE2
chr2	92902500	93192500	12	plusE2
chr2	79642500	79772500	12	plusE2
chr2	79372500	79457500	12	plusE2
chr2	78962500	79257500	12	plusE2
chr2	77062500	77702500	12	plusE2
chr2	75062500	75132500	12	plusE2
chr2	74967500	75037500	12	plusE2
chr2	71912500	72027500	12	plusE2
chr2	71277500	71547500	12	plusE2
chr2	70127500	70227500	12	plusE2
chr2	65792500	66042500	12	plusE2
chr2	64097500	64852500	12	plusE2
chr2	61987500	62627500	12	plusE2
chr2	60797500	60962500	12	plusE2
chr2	58202500	58662500	12	plusE2
chr2	57122500	57697500	12	plusE2
chr2	55757500	55797500	12	plusE2
chr2	52857500	53082500	12	plusE2
chr2	52257500	52412500	12	plusE2
chr2	50312500	51147500	12	plusE2
chr2	48912500	49312500	12	plusE2
chr2	47492500	48002500	12	plusE2
chr2	43782500	43907500	12	plusE2
chr2	38832500	38917500	12	plusE2
chr2	32712500	32857500	12	plusE2
chr2	31027500	31162500	12	plusE2
chr2	30472500	30722500	12	plusE2
chr2	28682500	28837500	12	plusE2
chr2	27667500	27727500	12	plusE2
chr2	26792500	26872500	12	plusE2
chr2	21967500	22612500	12	plusE2
chr2	18387500	18672500	12	plusE2
chr2	5602500	5717500	12	plusE2
chr2	5212500	5282500	12	plusE2
chr2	174337500	174467500	11	plusE2
chr2	173797500	174072500	11	plusE2
chr2	172477500	173077500	11	plusE2
chr2	172052500	172212500	11	plusE2
chr2	170912500	171347500	11	plusE2
chr2	167072500	167277500	11	plusE2
chr2	164462500	164567500	11	plusE2
chr2	157202500	157287500	11	plusE2
chr2	156322500	156417500	11	plusE2
chr2	155237500	155382500	11	plusE2
chr2	152617500	152832500	11	plusE2
chr2	151747500	151997500	11	plusE2
chr2	147377500	147647500	11	plusE2
chr2	149942500	150007500	11	plusE2
chr2	149832500	149912500	11	plusE2
chr2	144997500	145077500	11	plusE2
chr2	144647500	145167500	11	plusE2
chr2	139592500	140157500	11	plusE2
chr2	142427500	142507500	11	plusE2
chr2	140592500	140642500	11	plusE2
chr2	139502500	139562500	11	plusE2
chr2	136147500	136597500	11	plusE2
chr2	132847500	132952500	11	plusE2
chr2	128397500	128572500	11	plusE2
chr2	125762500	125837500	11	plusE2
chr2	126137500	126187500	11	plusE2
chr2	125312500	125392500	11	plusE2
chr2	122382500	122552500	11	plusE2
chr2	122192500	122302500	11	plusE2
chr2	121847500	121947500	11	plusE2
chr2	120322500	120382500	11	plusE2
chr2	120087500	120282500	11	plusE2
chr2	119977500	120277500	11	plusE2
chr2	119477500	119587500	11	plusE2
chr2	116907500	116972500	11	plusE2
chr2	116117500	116172500	11	plusE2
chr2	113112500	113167500	11	plusE2
chr2	109282500	109677500	11	plusE2
chr2	108747500	108822500	11	plusE2
chr2	105337500	105522500	11	plusE2
chr2	104137500	104587500	11	plusE2
chr2	102802500	102892500	11	plusE2
chr2	100377500	100417500	11	plusE2
chr2	96412500	96477500	11	plusE2
chr2	95752500	95802500	11	plusE2
chr2	93287500	93377500	11	plusE2
chr2	92202500	92277500	11	plusE2
chr2	91112500	91192500	11	plusE2
chr2	84457500	84647500	11	plusE2
chr2	84097500	84177500	11	plusE2
chr2	83722500	83817500	11	plusE2
chr2	74717500	75057500	11	plusE2
chr2	74067500	74227500	11	plusE2
chr2	73377500	73527500	11	plusE2
chr2	73312500	73527500	11	plusE2
chr2	69102500	69427500	11	plusE2
chr2	68572500	68642500	11	plusE2
chr2	67457500	67512500	11	plusE2
chr2	64772500	64837500	11	plusE2
chr2	63582500	63667500	11	plusE2
chr2	62652500	63452500	11	plusE2
chr2	61987500	62457500	11	plusE2
chr2	55092500	56027500	11	plusE2
chr2	51147500	51912500	11	plusE2
chr2	49942500	50272500	11	plusE2
chr2	49927500	50017500	11	plusE2
chr2	44452500	44507500	11	plusE2
chr2	37522500	37767500	11	plusE2
chr2	36012500	36277500	11	plusE2
chr2	33977500	34642500	11	plusE2
chr2	33487500	33637500	11	plusE2
chr2	30497500	30577500	11	plusE2
chr2	30472500	30602500	11	plusE2
chr2	28677500	29067500	11	plusE2
chr2	25192500	25327500	11	plusE2
chr2	20897500	21262500	11	plusE2
chr2	19412500	20782500	11	plusE2
chr2	5997500	6407500	11	plusE2
chr2	5092500	5442500	11	plusE2
chr2	173692500	174077500	10	plusE2
chr2	172842500	173087500	10	plusE2
chr2	169502500	169622500	10	plusE2
chr2	169442500	169532500	10	plusE2
chr2	158912500	160577500	10	plusE2
chr2	156722500	156842500	10	plusE2
chr2	156037500	156127500	10	plusE2
chr2	155317500	155392500	10	plusE2
chr2	150807500	151002500	10	plusE2
chr2	148417500	148507500	10	plusE2
chr2	147802500	148582500	10	plusE2
chr2	147697500	147767500	10	plusE2
chr2	146057500	146222500	10	plusE2
chr2	139587500	139722500	10	plusE2
chr2	145187500	145252500	10	plusE2
chr2	140677500	140772500	10	plusE2
chr2	138057500	138112500	10	plusE2
chr2	137172500	137247500	10	plusE2
chr2	135527500	135607500	10	plusE2
chr2	133022500	134017500	10	plusE2
chr2	131282500	131417500	10	plusE2
chr2	129502500	129682500	10	plusE2
chr2	125892500	126522500	10	plusE2
chr2	124102500	124602500	10	plusE2
chr2	123312500	123757500	10	plusE2
chr2	121202500	121317500	10	plusE2
chr2	119972500	120167500	10	plusE2
chr2	118927500	119012500	10	plusE2
chr2	116562500	116612500	10	plusE2
chr2	112972500	113067500	10	plusE2
chr2	112872500	112952500	10	plusE2
chr2	111872500	111977500	10	plusE2
chr2	109697500	109892500	10	plusE2
chr2	106692500	106942500	10	plusE2
chr2	105867500	105952500	10	plusE2
chr2	105622500	106087500	10	plusE2
chr2	105612500	106192500	10	plusE2
chr2	105007500	105232500	10	plusE2
chr2	103087500	103427500	10	plusE2
chr2	102802500	103062500	10	plusE2
chr2	101907500	102097500	10	plusE2
chr2	94592500	94687500	10	plusE2
chr2	84837500	85012500	10	plusE2
chr2	80532500	80657500	10	plusE2
chr2	76867500	76967500	10	plusE2
chr2	75157500	75312500	10	plusE2
chr2	74967500	75132500	10	plusE2
chr2	74722500	74962500	10	plusE2
chr2	72522500	72977500	10	plusE2
chr2	72517500	72737500	10	plusE2
chr2	67847500	67912500	10	plusE2
chr2	66822500	68347500	10	plusE2
chr2	65127500	65332500	10	plusE2
chr2	63972500	64077500	10	plusE2
chr2	62467500	62627500	10	plusE2
chr2	60462500	60552500	10	plusE2
chr2	58732500	58822500	10	plusE2
chr2	58197500	58477500	10	plusE2
chr2	58032500	58667500	10	plusE2
chr2	57697500	57917500	10	plusE2
chr2	55572500	55752500	10	plusE2
chr2	55092500	55922500	10	plusE2
chr2	50332500	50517500	10	plusE2
chr2	52497500	52597500	10	plusE2
chr2	48542500	48617500	10	plusE2
chr2	43722500	43902500	10	plusE2
chr2	33822500	34637500	10	plusE2
chr2	28757500	28927500	10	plusE2
chr2	27282500	27512500	10	plusE2
chr2	17732500	17832500	10	plusE2
chr2	17422500	17737500	10	plusE2
chr2	17422500	17647500	10	plusE2
chr2	12002500	12392500	10	plusE2
chr2	11602500	11687500	10	plusE2
chr2	9737500	9802500	10	plusE2
chr2	5402500	5812500	10	plusE2
chr2	3812500	4212500	10	plusE2
chr2	3802500	3927500	10	plusE2
chr2	3117500	3287500	10	plusE2
chr2	173897500	173977500	9	plusE2
chr2	171682500	171752500	9	plusE2
chr2	171282500	171357500	9	plusE2
chr2	168692500	168917500	9	plusE2
chr2	168682500	168877500	9	plusE2
chr2	167937500	168012500	9	plusE2
chr2	164682500	164797500	9	plusE2
chr2	164142500	164212500	9	plusE2
chr2	160707500	160962500	9	plusE2
chr2	158647500	158862500	9	plusE2
chr2	157702500	157787500	9	plusE2
chr2	156342500	156427500	9	plusE2
chr2	150607500	150807500	9	plusE2
chr2	148402500	148572500	9	plusE2
chr2	148222500	148297500	9	plusE2
chr2	147087500	147187500	9	plusE2
chr2	146717500	146807500	9	plusE2
chr2	143307500	143547500	9	plusE2
chr2	138027500	139112500	9	plusE2
chr2	140857500	140932500	9	plusE2
chr2	136257500	136347500	9	plusE2
chr2	136167500	136302500	9	plusE2
chr2	129077500	129262500	9	plusE2
chr2	127047500	127222500	9	plusE2
chr2	126812500	127227500	9	plusE2
chr2	125892500	126437500	9	plusE2
chr2	122312500	122552500	9	plusE2
chr2	121182500	121402500	9	plusE2
chr2	119037500	119287500	9	plusE2
chr2	117122500	117237500	9	plusE2
chr2	112262500	112482500	9	plusE2
chr2	105977500	106197500	9	plusE2
chr2	105802500	106192500	9	plusE2
chr2	102092500	102287500	9	plusE2
chr2	93677500	93787500	9	plusE2
chr2	92307500	92442500	9	plusE2
chr2	84892500	85042500	9	plusE2
chr2	84162500	84217500	9	plusE2
chr2	79307500	79407500	9	plusE2
chr2	75887500	76077500	9	plusE2
chr2	73022500	73112500	9	plusE2
chr2	65622500	66177500	9	plusE2
chr2	65192500	65297500	9	plusE2
chr2	64992500	65077500	9	plusE2
chr2	60037500	60207500	9	plusE2
chr2	57122500	57917500	9	plusE2
chr2	56962500	57047500	9	plusE2
chr2	53687500	54082500	9	plusE2
chr2	51147500	51832500	9	plusE2
chr2	50727500	50807500	9	plusE2
chr2	36057500	36112500	9	plusE2
chr2	35352500	35427500	9	plusE2
chr2	33972500	34347500	9	plusE2
chr2	29197500	29347500	9	plusE2
chr2	28467500	28542500	9	plusE2
chr2	27127500	27232500	9	plusE2
chr2	26447500	26907500	9	plusE2
chr2	25512500	25567500	9	plusE2
chr2	21982500	22027500	9	plusE2
chr2	19717500	20677500	9	plusE2
chr2	17852500	18027500	9	plusE2
chr2	15107500	16312500	9	plusE2
chr2	13132500	13232500	9	plusE2
chr2	10762500	10862500	9	plusE2
chr2	10682500	10752500	9	plusE2
chr2	10362500	11287500	9	plusE2
chr2	153712500	153857500	8	plusE2
chr2	159087500	159187500	8	plusE2
chr2	3547500	3632500	9	plusE2
chr2	8782500	8852500	9	plusE2
chr2	7477500	7557500	9	plusE2
chr2	170357500	170452500	8	plusE2
chr2	144842500	144942500	8	plusE2
chr2	137122500	137942500	8	plusE2
chr2	134012500	134487500	8	plusE2
chr2	133027500	133107500	8	plusE2
chr2	128857500	129257500	8	plusE2
chr2	126737500	126912500	8	plusE2
chr2	123917500	123987500	8	plusE2
chr2	122382500	122612500	8	plusE2
chr2	120947500	121247500	8	plusE2
chr2	119952500	120392500	8	plusE2
chr2	105717500	105892500	8	plusE2
chr2	111162500	111262500	8	plusE2
chr2	85972500	86057500	8	plusE2
chr2	84737500	84877500	8	plusE2
chr2	72727500	72972500	8	plusE2
chr2	67567500	68352500	8	plusE2
chr2	66972500	67557500	8	plusE2
chr2	66962500	67477500	8	plusE2
chr2	55082500	55842500	8	plusE2
chr2	48612500	48717500	8	plusE2
chr2	48452500	48542500	8	plusE2
chr2	38157500	38342500	8	plusE2
chr2	17532500	17727500	8	plusE2
chr2	36427500	36497500	8	plusE2
chr2	15572500	15677500	8	plusE2
chr2	14572500	14647500	8	plusE2
chr2	12702500	13237500	8	plusE2
chr2	5082500	5727500	8	plusE2
chr2	10092500	10192500	8	plusE2
chr2	5862500	5932500	8	plusE2
chr2	178977500	179082500	7	plusE2
chr2	164602500	164792500	7	plusE2
chr2	133557500	134547500	7	plusE2
chr2	133022500	134487500	7	plusE2
chr2	105472500	105667500	7	plusE2
chr2	53332500	54082500	7	plusE2
chr2	86867500	86947500	7	plusE2
chr2	75862500	75967500	7	plusE2
chr2	43747500	43822500	7	plusE2
chr2	9182500	9272500	7	plusE2
chr2	114782500	114877500	7	plusE2
chr2	153862500	153967500	7	plusE2
chr2	147602500	147672500	7	plusE2
chr2	97222500	97267500	9	plusE2
chr2	124617500	124707500	9	plusE2
chr2	122442500	122532500	9	plusE2
chr2	131052500	131132500	9	plusE2
chr2	133597500	133677500	9	plusE2
chr2	132317500	132387500	9	plusE2
chr2	27452500	27522500	10	plusE2
chr2	38097500	38192500	10	plusE2
chr2	33827500	33917500	10	plusE2
chr2	75672500	75777500	10	plusE2
chr2	179177500	179242500	10	plusE2
chr2	4082500	4157500	11	plusE2
chr2	179782500	179877500	10	plusE2
chr2	174122500	174162500	10	plusE2
chr2	15557500	15637500	11	plusE2
chr2	21452500	21522500	11	plusE2
chr2	22217500	22292500	11	plusE2
chr2	28692500	28767500	11	plusE2
chr2	51777500	51822500	11	plusE2
chr2	77267500	77352500	11	plusE2
chr2	77392500	77447500	11	plusE2
chr2	154292500	154352500	11	plusE2
chr2	173817500	173902500	11	plusE2
chr2	52477500	52547500	12	plusE2
chr2	64242500	64302500	12	plusE2
chr2	102307500	102392500	12	plusE2
chr2	118482500	118542500	12	plusE2
chr2	130562500	130667500	12	plusE2
chr2	133662500	133727500	12	plusE2
chr2	140257500	140337500	12	plusE2
chr2	150162500	150212500	12	plusE2
chr2	10977500	11042500	13	plusE2
chr2	19277500	19342500	13	plusE2
chr2	16482500	16537500	13	plusE2
chr2	178897500	178972500	12	plusE2
chr2	36022500	36102500	13	plusE2
chr2	50927500	50977500	13	plusE2
chr2	57407500	57462500	13	plusE2
chr2	59197500	59267500	13	plusE2
chr2	58852500	58912500	13	plusE2
chr2	53497500	53542500	13	plusE2
chr2	38672500	38737500	13	plusE2
chr2	35652500	35732500	13	plusE2
chr2	92957500	93062500	13	plusE2
chr2	19437500	19512500	14	plusE2
chr2	74517500	74562500	14	plusE2
chr2	113717500	113757500	14	plusE2
chr2	114717500	114762500	14	plusE2
chr2	114517500	114557500	14	plusE2
chr2	131722500	131772500	14	plusE2
chr2	132732500	132767500	14	plusE2
chr2	150677500	150747500	14	plusE2
chr2	29952500	30022500	15	plusE2
chr2	117017500	117062500	15	plusE2
chr2	121197500	121247500	15	plusE2
chr2	119817500	119857500	15	plusE2
chr2	157287500	157322500	15	plusE2
chr2	170172500	170232500	15	plusE2
chr2	34987500	35022500	16	plusE2
chr2	74692500	74732500	16	plusE2
chr2	70962500	71032500	16	plusE2
chr2	119792500	119892500	16	plusE2
chr2	178142500	178197500	16	plusE2
chr2	33572500	33617500	17	plusE2
chr2	49822500	49867500	17	plusE2
chr2	61212500	61247500	17	plusE2
chr2	59652500	59742500	17	plusE2
chr2	93422500	93467500	17	plusE2
chr2	6337500	6392500	18	plusE2
chr2	92397500	92432500	18	plusE2
chr2	153247500	153282500	18	plusE2
chr2	163047500	163337500	18	plusE2
chr2	166512500	166552500	18	plusE2
chr2	166107500	166147500	18	plusE2
chr2	154762500	154822500	18	plusE2
chr2	173692500	173727500	18	plusE2
chr2	170352500	170402500	18	plusE2
chr2	178137500	178337500	18	plusE2
chr2	174312500	174672500	18	plusE2
chr2	34287500	34357500	19	plusE2
chr2	32822500	32857500	19	plusE2
chr2	4507500	4557500	19	plusE2
chr2	39267500	39372500	19	plusE2
chr2	37382500	37487500	19	plusE2
chr2	59542500	59657500	19	plusE2
chr2	66687500	66727500	19	plusE2
chr2	65482500	65522500	19	plusE2
chr2	75722500	75762500	19	plusE2
chr2	73822500	73857500	19	plusE2
chr2	93217500	93467500	19	plusE2
chr2	92487500	92527500	19	plusE2
chr2	92292500	92327500	19	plusE2
chr2	90582500	90667500	19	plusE2
chr2	102092500	102452500	19	plusE2
chr2	93227500	93267500	19	plusE2
chr2	104887500	105232500	19	plusE2
chr2	105617500	105672500	19	plusE2
chr2	113627500	113662500	19	plusE2
chr2	112497500	112767500	19	plusE2
chr2	116897500	117122500	19	plusE2
chr2	116077500	116817500	19	plusE2
chr2	118487500	118612500	19	plusE2
chr2	132387500	132487500	19	plusE2
chr2	126592500	126662500	19	plusE2
chr2	135362500	135957500	19	plusE2
chr2	132517500	132702500	19	plusE2
chr2	145167500	145517500	19	plusE2
chr2	143112500	143777500	19	plusE2
chr2	150607500	150677500	19	plusE2
chr2	145957500	146382500	19	plusE2
chr2	154222500	154292500	19	plusE2
chr2	153532500	153587500	19	plusE2
chr2	164242500	164277500	19	plusE2
chr2	156617500	156697500	19	plusE2
chr2	165917500	166047500	19	plusE2
chr2	165817500	166047500	19	plusE2
chr2	166957500	167007500	19	plusE2
chr2	166177500	166217500	19	plusE2
chr2	165992500	166047500	19	plusE2
chr2	178427500	178502500	19	plusE2
chr2	170877500	172212500	19	plusE2
chr2	26652500	26892500	20	plusE2
chr2	17642500	17842500	20	plusE2
chr2	27077500	27217500	20	plusE2
chr2	31987500	32042500	20	plusE2
chr2	26962500	27037500	20	plusE2
chr2	37377500	37412500	20	plusE2
chr2	32152500	32192500	20	plusE2
chr2	52632500	52742500	20	plusE2
chr2	47492500	48887500	20	plusE2
chr2	66337500	66407500	20	plusE2
chr2	71452500	71547500	20	plusE2
chr2	74702500	75602500	20	plusE2
chr2	71602500	71812500	20	plusE2
chr2	104137500	104422500	20	plusE2
chr2	84832500	84892500	20	plusE2
chr2	110662500	110982500	20	plusE2
chr2	106357500	106962500	20	plusE2
chr2	114012500	114097500	20	plusE2
chr2	113532500	113647500	20	plusE2
chr2	127887500	128122500	20	plusE2
chr2	120172500	120267500	20	plusE2
chr2	146957500	147177500	20	plusE2
chr2	146622500	147307500	20	plusE2
chr2	152162500	152197500	20	plusE2
chr2	148122500	148657500	20	plusE2
chr2	163097500	163332500	20	plusE2
chr2	155697500	155767500	20	plusE2
chr2	26157500	26232500	21	plusE2
chr2	180927500	181072500	20	plusE2
chr2	37712500	37767500	21	plusE2
chr2	34687500	34727500	21	plusE2
chr2	32047500	32132500	21	plusE2
chr2	59617500	59652500	21	plusE2
chr2	49462500	49497500	21	plusE2
chr2	72287500	72387500	21	plusE2
chr2	65412500	65567500	21	plusE2
chr2	114117500	114162500	21	plusE2
chr2	102407500	102447500	21	plusE2
chr2	102312500	102347500	21	plusE2
chr2	92487500	92842500	21	plusE2
chr2	129132500	129197500	21	plusE2
chr2	118197500	118247500	21	plusE2
chr2	117127500	117177500	21	plusE2
chr2	137117500	137732500	21	plusE2
chr2	133552500	134482500	21	plusE2
chr2	160377500	160577500	21	plusE2
chr2	156812500	156847500	21	plusE2
chr2	156652500	156697500	21	plusE2
chr2	153667500	153952500	21	plusE2
chr2	165392500	165487500	21	plusE2
chr2	163152500	163202500	21	plusE2
chr2	178292500	178337500	21	plusE2
chr2	167227500	167277500	21	plusE2
chr2	10142500	10287500	22	plusE2
chr2	180742500	180777500	21	plusE2
chr2	24297500	24407500	22	plusE2
chr2	12002500	12297500	22	plusE2
chr2	28207500	28372500	22	plusE2
chr2	26447500	26632500	22	plusE2
chr2	28937500	28977500	22	plusE2
chr2	28242500	28282500	22	plusE2
chr2	37657500	37692500	22	plusE2
chr2	29207500	29242500	22	plusE2
chr2	71582500	71817500	22	plusE2
chr2	70777500	70822500	22	plusE2
chr2	68782500	69102500	22	plusE2
chr2	92722500	92807500	22	plusE2
chr2	91847500	91882500	22	plusE2
chr2	109927500	109962500	22	plusE2
chr2	105687500	105802500	22	plusE2
chr2	125262500	125602500	22	plusE2
chr2	119382500	119427500	22	plusE2
chr2	110232500	110567500	22	plusE2
chr2	131982500	132242500	22	plusE2
chr2	127362500	127427500	22	plusE2
chr2	145957500	146417500	22	plusE2
chr2	136002500	136137500	22	plusE2
chr2	156187500	156272500	22	plusE2
chr2	154812500	154847500	22	plusE2
chr2	149422500	150027500	22	plusE2
chr2	157462500	157557500	22	plusE2
chr2	157377500	157417500	22	plusE2
chr2	158067500	158192500	22	plusE2
chr2	157607500	157917500	22	plusE2
chr2	163107500	163147500	22	plusE2
chr2	160717500	160882500	22	plusE2
chr2	168252500	168442500	22	plusE2
chr2	164137500	164387500	22	plusE2
chr2	173107500	173562500	22	plusE2
chr2	172832500	172997500	22	plusE2
chr2	24852500	24902500	23	plusE2
chr2	181537500	181577500	22	plusE2
chr2	53202500	54087500	23	plusE2
chr2	29987500	30027500	23	plusE2
chr2	34252500	34287500	23	plusE2
chr2	37707500	37742500	23	plusE2
chr2	26447500	26567500	23	plusE2
chr2	88357500	89542500	23	plusE2
chr2	70227500	70557500	23	plusE2
chr2	92912500	92952500	23	plusE2
chr2	92907500	93062500	23	plusE2
chr2	119297500	119417500	23	plusE2
chr2	112802500	113302500	23	plusE2
chr2	147382500	147737500	23	plusE2
chr2	128627500	128667500	23	plusE2
chr2	163647500	163717500	23	plusE2
chr2	154452500	154487500	23	plusE2
chr2	147807500	148112500	23	plusE2
chr2	28757500	28842500	24	plusE2
chr2	21957500	22722500	24	plusE2
chr2	28977500	29042500	24	plusE2
chr2	33497500	33532500	24	plusE2
chr2	29622500	29667500	24	plusE2
chr2	52762500	53082500	24	plusE2
chr2	49767500	50272500	24	plusE2
chr2	90722500	90767500	24	plusE2
chr2	84042500	84427500	24	plusE2
chr2	102682500	103017500	24	plusE2
chr2	93477500	93657500	24	plusE2
chr2	105337500	105427500	24	plusE2
chr2	104437500	104587500	24	plusE2
chr2	156527500	156707500	29	plusE2
chr2	149352500	150097500	29	plusE2
chr2	125662500	125732500	29	plusE2
chr2	118637500	118882500	29	plusE2
chr2	93067500	93197500	29	plusE2
chr2	34872500	35107500	29	plusE2
chr2	33487500	33557500	29	plusE2
chr2	28207500	28417500	29	plusE2
chr2	6222500	6402500	29	plusE2
chr2	93867500	94002500	28	plusE2
chr2	79867500	80267500	28	plusE2
chr2	61642500	61967500	28	plusE2
chr2	58477500	58667500	28	plusE2
chr2	32877500	32912500	28	plusE2
chr2	32407500	32487500	28	plusE2
chr2	4502500	4602500	28	plusE2
chr2	180997500	181062500	27	plusE2
chr2	170117500	170347500	27	plusE2
chr2	151877500	151997500	27	plusE2
chr2	113867500	114147500	27	plusE2
chr2	93217500	93417500	27	plusE2
chr2	74067500	74662500	27	plusE2
chr2	71162500	71212500	27	plusE2
chr2	70127500	70562500	27	plusE2
chr2	68562500	68757500	27	plusE2
chr2	52757500	53122500	27	plusE2
chr2	35212500	35272500	27	plusE2
chr2	27927500	28417500	27	plusE2
chr2	180352500	180432500	26	plusE2
chr2	167282500	167417500	26	plusE2
chr2	167112500	167217500	26	plusE2
chr2	166087500	166562500	26	plusE2
chr2	164592500	164727500	26	plusE2
chr2	148852500	148902500	26	plusE2
chr2	131092500	131252500	26	plusE2
chr2	107082500	107867500	26	plusE2
chr2	94192500	94227500	26	plusE2
chr2	91987500	92057500	26	plusE2
chr2	91567500	91607500	26	plusE2
chr2	36007500	36212500	26	plusE2
chr2	32632500	32687500	26	plusE2
chr2	26152500	26272500	26	plusE2
chr2	179982500	180022500	25	plusE2
chr2	163102500	163207500	25	plusE2
chr2	157482500	157547500	25	plusE2
chr2	152632500	152667500	25	plusE2
chr2	152027500	152087500	25	plusE2
chr2	135967500	136142500	25	plusE2
chr2	134787500	135322500	25	plusE2
chr2	126932500	126997500	25	plusE2
chr2	121042500	121102500	25	plusE2
chr2	101907500	102452500	25	plusE2
chr2	94082500	94117500	25	plusE2
chr2	93472500	93787500	25	plusE2
chr2	90477500	90677500	25	plusE2
chr2	78962500	79502500	25	plusE2
chr2	66472500	66642500	25	plusE2
chr2	59542500	59742500	25	plusE2
chr2	32777500	32852500	25	plusE2
chr2	32487500	32567500	25	plusE2
chr2	31787500	31912500	25	plusE2
chr2	26932500	27037500	25	plusE2
chr2	25102500	25187500	25	plusE2
chr2	17422500	17842500	25	plusE2
chr2	180792500	180897500	24	plusE2
chr2	163857500	163967500	24	plusE2
chr2	148122500	148582500	24	plusE2
chr2	73837500	73872500	25	plusE2
chr2	155522500	155557500	26	plusE2
chr2	76927500	76967500	28	plusE2
chr2	119917500	119952500	28	plusE2
chr2	180277500	180347500	29	plusE2
chr2	173227500	173547500	29	plusE2
chr2	31482500	31657500	30	plusE2
chr2	31197500	31292500	30	plusE2
chr2	72042500	72147500	30	plusE2
chr2	66472500	66802500	30	plusE2
chr2	146622500	147177500	30	plusE2
chr2	105687500	106082500	30	plusE2
chr2	179917500	180047500	30	plusE2
chr2	157342500	157567500	30	plusE2
chr2	31687500	31787500	31	plusE2
chr2	27042500	27232500	31	plusE2
chr2	131822500	131952500	31	plusE2
chr2	76372500	76617500	31	plusE2
chr2	121572500	121832500	32	plusE2
chr2	164962500	165032500	31	plusE2
chr2	155512500	155627500	32	plusE2
chr2	152112500	152197500	32	plusE2
chr2	167537500	167607500	32	plusE2
chr2	165077500	165272500	32	plusE2
chr2	178137500	178262500	32	plusE2
chr2	168472500	168627500	32	plusE2
chr2	5997500	6167500	33	plusE2
chr2	180927500	180962500	32	plusE2
chr2	91287500	91482500	33	plusE2
chr2	116897500	117177500	33	plusE2
chr2	103567500	103717500	33	plusE2
chr2	163342500	163402500	35	plusE2
chr2	157292500	157572500	34	plusE2
chr2	180472500	180577500	35	plusE2
chr2	170452500	170507500	35	plusE2
chr2	170522500	170872500	41	plusE2
chr2	93227500	93332500	41	plusE2
chr2	157342500	157457500	39	plusE2
chr2	35297500	35372500	39	plusE2
chr2	172227500	172327500	38	plusE2
chr2	167072500	167217500	38	plusE2
chr2	166592500	166782500	38	plusE2
chr2	103087500	103347500	38	plusE2
chr2	154702500	154857500	37	plusE2
chr2	154417500	154537500	37	plusE2
chr2	10102500	10287500	37	plusE2
chr2	156872500	156997500	36	plusE2
chr2	109907500	110202500	36	plusE2
chr2	75987500	76067500	36	plusE2
chr2	38797500	38862500	36	plusE2
